G,PTS,TRB,AST,PER,WS,Name,AS,AllDefensive,AllNBA,AllRookie,FG,FG3,FT,NBAChamp,eFG,MVP,ROY,ASMVP,FinalsMVP,ScoringChamp,DefPOY,STLChamp,MostImproved,ASTChamp,BLKChamp,TRBChamp,SixthMan,Target
696.0,9.9,1.7,3.4,13.1,27.9,Chucky Atkins,0.0,0.0,0.0,1.0,41.2,36.4,77.2,0.0,48.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
16.0,1.2,0.6,0.2,7.0,0.0,Brent Scott,0.0,0.0,0.0,0.0,47.1,0.0,50.0,0.0,47.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
13.0,2.1,1.2,0.5,11.4,0.0,Frankie King,0.0,0.0,0.0,0.0,35.7,33.3,75.0,0.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
114.0,3.4,1.3,2.5,9.7,-0.3,David Rivers,0.0,0.0,0.0,0.0,39.8,8.3,79.4,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bench Player
120.0,5.4,1.2,2.1,13.1,1.6,Kelvin Upshaw,0.0,0.0,0.0,0.0,45.3,23.7,79.5,0.0,46.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
293.0,5.2,2.6,0.7,11.6,4.5,Austin Daye,0.0,0.0,0.0,0.0,40.2,35.1,77.8,1.0,46.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
48.0,1.7,0.5,1.4,8.7,0.3,Gerald Madkins,0.0,0.0,0.0,0.0,36.6,37.5,76.2,0.0,45.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
11.0,1.3,1.6,0.1,12.0,0.1,Joe Binion,0.0,0.0,0.0,0.0,40.0,0.0,60.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
24.0,1.2,1.0,0.4,8.1,-0.1,Tyler Honeycutt,0.0,0.0,0.0,0.0,31.4,20.0,71.4,0.0,32.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bench Player
915.0,11.5,7.5,1.5,15.6,58.4,Clarence Weatherspoon,0.0,0.0,0.0,1.0,47.1,19.6,74.3,0.0,47.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
683.0,9.6,5.6,1.2,13.3,22.6,Pat Cummings,0.0,0.0,0.0,0.0,49.7,0.0,73.7,0.0,49.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
814.0,8.7,2.8,1.5,11.8,22.5,Corey Brewer,0.0,0.0,0.0,0.0,42.5,28.4,71.3,1.0,46.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
467.0,11.0,3.1,2.7,14.1,27.2,Bobby Phills,0.0,1.0,0.0,0.0,44.3,39.0,73.8,0.0,48.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
186.0,3.1,2.6,0.3,12.5,2.5,Eric Riley,0.0,0.0,0.0,0.0,45.6,0.0,70.4,0.0,45.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
800.0,6.7,5.4,0.7,15.4,30.3,Kris Humphries,0.0,0.0,0.0,0.0,46.3,29.3,70.0,0.0,46.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
35.0,2.9,0.5,0.6,14.1,0.1,Oliver Robinson,0.0,0.0,0.0,0.0,36.1,9.1,66.7,0.0,36.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
227.0,6.6,4.1,0.6,12.3,5.0,Ben Coleman,0.0,0.0,0.0,0.0,51.6,0.0,75.9,0.0,51.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
1117.0,6.9,6.2,1.0,11.6,51.7,Rick Mahorn,0.0,1.0,0.0,0.0,49.3,13.2,70.4,1.0,49.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
234.0,1.8,1.5,0.2,10.8,2.4,D.J. Mbenga,0.0,0.0,0.0,0.0,47.0,0.0,60.7,2.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
727.0,14.1,4.2,3.1,14.9,32.3,Larry Hughes,0.0,1.0,0.0,0.0,40.6,30.9,75.7,0.0,43.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Role Player
18.0,4.7,1.7,1.8,10.2,0.1,Gerald Fitch,0.0,0.0,0.0,0.0,33.7,26.9,73.9,0.0,37.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
128.0,4.5,2.5,1.0,11.0,2.0,Bernard Robinson,0.0,0.0,0.0,0.0,41.7,16.1,78.6,0.0,42.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
736.0,13.5,3.5,3.3,14.7,28.0,Ricky Davis,0.0,0.0,0.0,0.0,44.6,36.1,78.1,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
24.0,5.0,0.8,2.1,11.7,-0.1,Zabian Dowdell,0.0,0.0,0.0,0.0,40.8,30.0,94.1,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bench Player
355.0,4.5,1.8,0.7,9.8,9.7,Quincy Pondexter,0.0,0.0,0.0,0.0,42.3,35.6,74.6,0.0,50.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
965.0,11.3,6.0,1.8,17.1,73.3,Nenê,0.0,0.0,0.0,1.0,54.8,13.2,66.0,0.0,54.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
618.0,11.0,2.3,3.0,15.6,27.8,Nate Robinson,0.0,0.0,0.0,0.0,42.3,36.0,79.6,0.0,49.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
21.0,0.6,0.9,0.2,4.6,-0.1,Erik Daniels,0.0,0.0,0.0,0.0,33.3,50.0,0.0,0.0,36.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bench Player
318.0,6.4,3.6,0.6,16.4,12.9,Lawrence Funderburke,0.0,0.0,0.0,0.0,50.6,11.8,67.5,0.0,50.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
42.0,3.3,0.8,1.0,6.0,0.0,Keith Smith,0.0,0.0,0.0,0.0,38.0,33.3,75.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
64.0,2.9,1.4,2.0,5.7,0.1,Semaj Christon,0.0,0.0,0.0,0.0,34.5,19.0,54.8,0.0,37.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
49.0,4.6,1.8,0.5,15.5,1.1,Michael Young,0.0,0.0,0.0,0.0,46.5,29.6,71.1,0.0,48.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
28.0,2.8,0.7,0.1,12.5,0.2,Carl Henry,0.0,0.0,0.0,0.0,46.3,40.0,70.6,0.0,49.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
28.0,2.6,1.4,0.4,4.8,-0.1,Nick Johnson,0.0,0.0,0.0,0.0,34.7,23.8,68.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bench Player
487.0,9.9,2.1,2.3,12.7,8.5,Ronald Murray,0.0,0.0,0.0,0.0,41.4,30.4,72.5,0.0,45.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
10.0,0.6,0.0,0.2,-8.6,-0.1,Sun Yue,0.0,0.0,0.0,0.0,27.3,0.0,0.0,0.0,27.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
63.0,3.6,1.9,0.4,9.6,0.5,Devin Ebanks,0.0,0.0,0.0,0.0,38.5,22.2,72.2,0.0,40.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
200.0,9.0,2.2,1.2,12.6,4.2,Harold Miner,0.0,0.0,0.0,0.0,46.0,31.1,78.5,0.0,46.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
136.0,5.3,1.4,0.8,10.9,0.7,Jim Farmer,0.0,0.0,0.0,0.0,42.8,28.2,73.0,0.0,44.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
21.0,1.2,1.4,0.0,1.5,-0.1,Jeff Cross,0.0,0.0,0.0,0.0,25.0,0.0,56.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bench Player
4.0,1.5,1.0,0.8,5.8,0.0,Jeff Lebo,0.0,0.0,0.0,0.0,28.6,0.0,100.0,0.0,28.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
436.0,7.5,5.3,0.5,13.4,13.3,Chris Mihm,0.0,0.0,0.0,1.0,45.9,23.1,70.4,0.0,45.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
659.0,11.6,1.8,8.1,15.6,36.0,Kevin Porter,0.0,0.0,0.0,0.0,48.3,18.8,73.7,0.0,48.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,Quality Starter
170.0,4.2,4.3,0.4,13.4,5.9,Festus Ezeli,0.0,0.0,0.0,0.0,51.3,0.0,55.7,1.0,51.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
187.0,3.5,1.4,0.7,6.1,1.7,Yakhouba Diawara,0.0,0.0,0.0,0.0,35.7,30.1,65.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
607.0,6.6,5.5,0.9,12.5,20.8,Kwame Brown,0.0,0.0,0.0,0.0,49.2,11.1,57.0,0.0,49.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
25.0,2.8,2.1,1.2,8.5,0.0,Daniel Hamilton,0.0,0.0,0.0,0.0,39.4,35.7,50.0,0.0,46.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
65.0,5.4,1.7,0.7,11.9,0.2,Jermaine Taylor,0.0,0.0,0.0,0.0,44.1,28.4,73.0,0.0,47.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
3.0,2.7,0.7,0.7,1.9,-0.1,Norman Black,0.0,0.0,0.0,0.0,30.0,0.0,25.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bench Player
53.0,4.1,0.7,1.4,10.6,0.4,Milt Wagner,0.0,0.0,0.0,0.0,42.2,29.6,87.5,1.0,44.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
39.0,1.1,1.2,0.3,6.1,-0.2,Kevin Salvadori,0.0,0.0,0.0,0.0,28.3,0.0,66.7,0.0,28.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bench Player
13.0,4.6,1.2,1.1,5.8,-0.5,Lamont Strothers,0.0,0.0,0.0,0.0,32.9,13.3,71.4,0.0,34.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bench Player
70.0,1.7,2.5,0.2,7.9,0.3,Esteban Batista,0.0,0.0,0.0,0.0,43.8,0.0,61.7,0.0,43.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
774.0,6.6,5.0,1.4,12.8,32.3,George Lynch,0.0,0.0,0.0,0.0,44.6,30.6,65.2,0.0,46.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
327.0,4.2,3.6,0.9,9.5,4.7,Dickey Simpkins,0.0,0.0,0.0,0.0,44.0,22.2,61.8,1.0,44.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
460.0,9.0,2.5,4.1,13.7,21.7,Alvin Williams,0.0,0.0,0.0,0.0,42.1,31.3,76.0,0.0,44.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
627.0,7.3,7.2,1.2,15.6,46.4,Anderson Varejão,0.0,1.0,0.0,0.0,51.0,2.4,63.1,0.0,51.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
6.0,1.8,0.8,0.7,-0.9,-0.2,Isaac Fontaine,0.0,0.0,0.0,0.0,21.4,20.0,66.7,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
189.0,4.2,3.1,0.7,10.8,2.4,Robert Sacre,0.0,0.0,0.0,0.0,43.6,0.0,67.1,0.0,43.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
237.0,2.9,2.7,0.4,12.4,6.3,Jeff Ayres,0.0,0.0,0.0,0.0,55.3,40.0,77.6,1.0,55.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
5.0,1.2,1.2,0.2,7.4,0.0,Courtney Sims,0.0,0.0,0.0,0.0,42.9,0.0,0.0,0.0,42.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
143.0,4.1,1.1,0.7,9.7,0.0,Quincy Douby,0.0,0.0,0.0,0.0,38.9,31.2,88.4,0.0,44.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
324.0,7.4,2.3,0.7,12.4,6.5,Rory White,0.0,0.0,0.0,0.0,50.6,7.7,68.1,0.0,50.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
138.0,6.8,1.6,2.9,12.7,4.5,Šarūnas Jasikevičius,0.0,0.0,0.0,0.0,39.7,35.5,90.8,0.0,48.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
629.0,17.2,8.3,2.0,17.0,30.5,Cliff Robinson,0.0,0.0,0.0,0.0,46.8,18.4,72.2,0.0,46.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
89.0,3.5,1.5,0.2,10.8,0.5,Marcus Haislip,0.0,0.0,0.0,0.0,43.7,35.0,65.9,0.0,44.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
18.0,2.0,0.6,0.3,2.9,-0.2,Ronnie Murphy,0.0,0.0,0.0,0.0,28.6,25.0,63.6,0.0,29.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bench Player
16.0,2.3,1.6,0.2,10.1,0.2,Stanley Brundy,0.0,0.0,0.0,0.0,50.0,0.0,38.9,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
68.0,3.3,3.5,0.9,7.7,-0.1,Nick Vanos,0.0,0.0,0.0,0.0,38.3,0.0,56.1,0.0,38.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bench Player
536.0,10.1,4.2,3.4,11.1,8.2,Bob Wilkerson,0.0,0.0,0.0,0.0,42.5,16.7,75.1,0.0,42.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
35.0,2.2,1.7,0.2,8.9,0.2,Steve Hamer,0.0,0.0,0.0,0.0,52.6,0.0,55.2,0.0,52.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
3.0,2.0,4.7,1.3,-0.4,-0.3,Bill Edwards,0.0,0.0,0.0,0.0,11.1,0.0,40.0,0.0,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
644.0,5.8,2.8,1.8,8.4,13.8,Trenton Hassell,0.0,0.0,0.0,0.0,44.5,31.8,76.5,0.0,45.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
43.0,2.4,2.8,0.7,5.6,-0.2,Dragan Tarlać,0.0,0.0,0.0,0.0,39.4,0.0,75.8,0.0,39.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bench Player
328.0,3.8,2.8,1.0,10.8,9.1,Joel Kramer,0.0,0.0,0.0,0.0,47.9,0.0,73.7,0.0,47.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
33.0,1.6,2.3,0.2,9.1,0.4,James Thomas,0.0,0.0,0.0,0.0,56.4,0.0,50.0,0.0,56.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
33.0,2.2,1.8,1.3,8.1,-0.1,Steve Bardo,0.0,0.0,0.0,0.0,32.9,10.0,69.6,0.0,33.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bench Player
197.0,2.0,2.5,0.2,8.7,1.1,Adrian Caldwell,0.0,0.0,0.0,0.0,48.5,0.0,45.3,0.0,48.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
113.0,4.5,1.5,1.8,14.5,1.4,Sundiata Gaines,0.0,0.0,0.0,0.0,39.7,30.1,56.2,0.0,44.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
87.0,3.8,3.6,0.4,13.5,2.5,Lawrence Roberts,0.0,0.0,0.0,0.0,45.2,0.0,68.8,0.0,45.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
820.0,8.1,3.5,1.3,14.2,38.7,Tony Allen,0.0,6.0,0.0,0.0,47.5,28.2,70.9,1.0,48.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quality Starter
502.0,7.8,2.8,1.6,14.4,30.4,Ronnie Brewer,0.0,0.0,0.0,0.0,49.0,25.4,67.5,0.0,50.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
24.0,2.4,1.3,1.0,9.2,0.0,Coby Karl,0.0,0.0,0.0,0.0,34.5,25.0,75.0,0.0,39.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
10.0,1.4,0.9,0.5,14.6,0.1,Travis Leslie,0.0,0.0,0.0,0.0,35.7,0.0,44.4,0.0,35.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
87.0,2.9,0.8,1.8,12.3,1.1,Clinton Wheeler,0.0,0.0,0.0,0.0,48.9,0.0,74.1,0.0,48.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
5.0,0.0,0.4,0.2,-0.2,0.0,Maurice Baker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
17.0,1.6,0.6,0.6,7.0,-0.1,Taurean Green,0.0,0.0,0.0,0.0,28.0,18.2,91.7,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bench Player
636.0,9.8,1.9,2.1,14.6,27.9,John Mengelt,0.0,0.0,0.0,0.0,47.9,0.0,80.9,0.0,47.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
27.0,2.9,0.8,1.5,9.9,0.2,Erick Barkley,0.0,0.0,0.0,0.0,35.6,26.7,90.0,0.0,37.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
418.0,9.9,2.0,3.5,12.9,14.0,Jim McElroy,0.0,0.0,0.0,0.0,46.8,20.6,76.4,0.0,46.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
758.0,8.7,4.5,0.8,15.3,42.8,Brandon Bass,0.0,0.0,0.0,0.0,49.9,20.7,83.2,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
681.0,6.8,4.4,0.9,13.2,20.9,Randy Breuer,0.0,0.0,0.0,0.0,46.7,0.0,62.8,0.0,46.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
855.0,12.8,2.6,3.4,12.7,27.4,Vernon Maxwell,0.0,0.0,0.0,0.0,39.8,32.0,73.3,2.0,46.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
93.0,1.4,2.1,0.1,10.5,1.2,Olumide Oyedeji,0.0,0.0,0.0,0.0,49.5,0.0,65.9,0.0,49.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
32.0,4.8,2.3,0.3,11.0,0.4,Jalen Jones,0.0,0.0,0.0,0.0,40.0,37.0,67.4,0.0,47.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
568.0,11.2,4.9,1.9,13.3,37.7,Chris Mills,0.0,0.0,0.0,0.0,43.2,35.1,81.7,0.0,47.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
307.0,9.8,6.4,0.5,18.1,19.0,Gheorghe Mureșan,0.0,0.0,0.0,0.0,57.3,0.0,64.4,0.0,57.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Role Player
51.0,3.9,2.5,0.4,13.8,1.0,Clarence Kea,0.0,0.0,0.0,0.0,48.5,0.0,69.2,0.0,48.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
247.0,5.0,3.6,0.7,11.3,2.4,Žan Tabak,0.0,0.0,0.0,0.0,50.6,0.0,52.5,1.0,50.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
203.0,3.8,1.4,2.0,10.0,2.3,Randy Livingston,0.0,0.0,0.0,0.0,40.6,35.1,77.1,0.0,42.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
42.0,3.4,1.5,0.2,12.0,0.3,Howard Wood,0.0,0.0,0.0,0.0,45.8,0.0,65.4,0.0,45.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
6.0,1.5,1.7,0.2,6.7,0.0,David Cooke,0.0,0.0,0.0,0.0,18.2,0.0,50.0,0.0,18.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
397.0,7.8,2.0,2.0,10.8,16.0,Daniel Gibson,0.0,0.0,0.0,0.0,40.2,40.7,78.0,0.0,51.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
8.0,1.4,1.0,0.0,15.3,0.0,Cedric Henderson,0.0,0.0,0.0,0.0,50.0,0.0,100.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
375.0,10.5,3.8,1.8,15.7,12.3,Otis Smith,0.0,0.0,0.0,0.0,45.5,25.1,76.2,0.0,46.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
30.0,2.0,0.4,1.2,7.2,0.1,Donald Whiteside,0.0,0.0,0.0,0.0,33.3,32.4,64.7,0.0,43.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
27.0,1.6,1.2,0.1,11.1,0.3,James Augustine,0.0,0.0,0.0,0.0,51.4,0.0,50.0,0.0,51.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
66.0,3.4,1.2,0.4,13.7,0.4,Henry Turner,0.0,0.0,0.0,0.0,45.3,25.0,60.0,0.0,45.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
295.0,4.6,4.0,0.9,9.8,12.7,Andre Roberson,0.0,1.0,0.0,0.0,48.2,25.7,46.7,0.0,52.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
966.0,13.4,4.1,3.0,14.7,47.8,Kendall Gill,0.0,0.0,0.0,1.0,43.4,30.0,75.4,0.0,44.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Role Player
7.0,1.4,0.9,0.0,-1.2,-0.1,Diamond Stone,0.0,0.0,0.0,0.0,23.1,0.0,100.0,0.0,23.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
42.0,2.8,1.9,0.3,7.8,-0.1,John Turner,0.0,0.0,0.0,0.0,43.9,0.0,52.5,0.0,43.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bench Player
623.0,4.8,2.1,3.8,10.8,10.4,Anthony Carter,0.0,0.0,0.0,0.0,40.4,25.0,70.6,0.0,42.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Role Player
